,A,B,S,C
2353,"['ethnic classification=white', 'number in household=1', 'number of children=0']",['years in bay area=10+'],0.25741710296684117,0.6203995793901157
2354,"['education=no college graduate', 'ethnic classification=white', 'language in home=english']",['age=14-34'],0.25785340314136124,0.5880597014925373
2355,"['education=no college graduate', 'ethnic classification=white']","['age=14-34', 'language in home=english']",0.25785340314136124,0.5779009126466753
2356,"['age=14-34', 'ethnic classification=white', 'language in home=english']",['education=no college graduate'],0.25785340314136124,0.7421515278359146
2357,"['age=14-34', 'ethnic classification=white']","['education=no college graduate', 'language in home=english']",0.25785340314136124,0.7281314168377824
2358,"['age=14-34', 'education=no college graduate', 'language in home=english']",['ethnic classification=white'],0.25785340314136124,0.6329882184933953
2359,"['age=14-34', 'education=no college graduate']","['ethnic classification=white', 'language in home=english']",0.25785340314136124,0.561787072243346
2360,"['age=14-34', 'education=no college graduate', 'ethnic classification=white']",['language in home=english'],0.25785340314136124,0.9790171176145775
2361,"['number in household=1', 'number of children=0', 'years in bay area=10+']",['language in home=english'],0.3275159976730657,0.950210970464135
2362,"['number of children=0', 'years in bay area=10+']","['number in household=1', 'language in home=english']",0.3275159976730657,0.8459804658151766
2363,['years in bay area=10+'],"['number in household=1', 'number of children=0', 'language in home=english']",0.3275159976730657,0.5065227170490328
2364,['number of children=0'],"['number in household=1', 'years in bay area=10+', 'language in home=english']",0.3275159976730657,0.5266604303086997
2365,"['number in household=1', 'years in bay area=10+']","['number of children=0', 'language in home=english']",0.3275159976730657,0.7452018530774321
2366,"['number in household=1', 'number of children=0']","['years in bay area=10+', 'language in home=english']",0.3275159976730657,0.5920084121976866
2367,"['language in home=english', 'number of children=0', 'years in bay area=10+']",['number in household=1'],0.3275159976730657,0.8972111553784861
2368,"['years in bay area=10+', 'language in home=english']","['number in household=1', 'number of children=0']",0.3275159976730657,0.5446191051995163
2369,"['number of children=0', 'language in home=english']","['number in household=1', 'years in bay area=10+']",0.3275159976730657,0.5645525194284282
2370,"['language in home=english', 'number in household=1', 'years in bay area=10+']",['number of children=0'],0.3275159976730657,0.7854900592954308
2371,"['number in household=1', 'language in home=english']","['number of children=0', 'years in bay area=10+']",0.3275159976730657,0.5042543663233319
2372,"['language in home=english', 'number in household=1', 'number of children=0']",['years in bay area=10+'],0.3275159976730657,0.6281729428172943
2373,"['number in household=1', 'ethnic classification=white', 'language in home=english']",['dual incomes=not married'],0.2878126817917394,0.5824014125956445
2374,"['number in household=1', 'ethnic classification=white']","['dual incomes=not married', 'language in home=english']",0.2878126817917394,0.5754579819715033
2375,"['dual incomes=not married', 'ethnic classification=white', 'language in home=english']",['number in household=1'],0.2878126817917394,0.7676493405740884
2376,"['dual incomes=not married', 'language in home=english']","['number in household=1', 'ethnic classification=white']",0.2878126817917394,0.5304207987134817
2377,"['dual incomes=not married', 'ethnic classification=white']","['number in household=1', 'language in home=english']",0.2878126817917394,0.7533307955843167
2378,"['dual incomes=not married', 'number in household=1', 'language in home=english']",['ethnic classification=white'],0.2878126817917394,0.7321494635590086
2379,"['dual incomes=not married', 'number in household=1']","['ethnic classification=white', 'language in home=english']",0.2878126817917394,0.6840649844452126
2380,"['dual incomes=not married', 'number in household=1', 'ethnic classification=white']",['language in home=english'],0.2878126817917394,0.9870324189526185
2381,"['education=no college graduate', 'number in household=1', 'number of children=0']","['income=$0-$40,000']",0.24316463059918558,0.708774904620602
2382,"['education=no college graduate', 'number of children=0']","['income=$0-$40,000', 'number in household=1']",0.24316463059918558,0.6097738876732313
2383,"['number in household=1', 'education=no college graduate']","['income=$0-$40,000', 'number of children=0']",0.24316463059918558,0.5383129426915647
2384,"['income=$0-$40,000', 'number in household=1', 'number of children=0']",['education=no college graduate'],0.24316463059918558,0.7145299145299145
2385,"['income=$0-$40,000', 'number of children=0']","['number in household=1', 'education=no college graduate']",0.24316463059918558,0.6318972033257747
2386,"['income=$0-$40,000', 'number in household=1']","['education=no college graduate', 'number of children=0']",0.24316463059918558,0.5679347826086957
2387,"['income=$0-$40,000', 'education=no college graduate', 'number of children=0']",['number in household=1'],0.24316463059918558,0.865424430641822
2388,"['income=$0-$40,000', 'education=no college graduate', 'number in household=1']",['number of children=0'],0.24316463059918558,0.7524752475247525
2389,"['dual incomes=not married', 'age=14-34', 'years in bay area=10+']","['income=$0-$40,000']",0.2066608493310064,0.8028248587570621
2390,"['age=14-34', 'years in bay area=10+']","['income=$0-$40,000', 'dual incomes=not married']",0.2066608493310064,0.62215411558669
2391,"['dual incomes=not married', 'years in bay area=10+']","['income=$0-$40,000', 'age=14-34']",0.2066608493310064,0.5518446601941748
2392,"['income=$0-$40,000', 'age=14-34', 'years in bay area=10+']",['dual incomes=not married'],0.2066608493310064,0.8403311649911295
2393,"['income=$0-$40,000', 'years in bay area=10+']","['dual incomes=not married', 'age=14-34']",0.2066608493310064,0.5350150602409639
2394,"['income=$0-$40,000', 'dual incomes=not married', 'years in bay area=10+']",['age=14-34'],0.2066608493310064,0.7287179487179487
2395,"['income=$0-$40,000', 'dual incomes=not married', 'age=14-34']",['years in bay area=10+'],0.2066608493310064,0.5774075579032913
2396,"['dual incomes=not married', 'type of home=house', 'age=14-34']",['marital status=single'],0.2111692844677138,0.8935384615384615
2397,"['age=14-34', 'type of home=house']","['marital status=single', 'dual incomes=not married']",0.2111692844677138,0.680731364275668
2398,"['dual incomes=not married', 'type of home=house']","['marital status=single', 'age=14-34']",0.2111692844677138,0.6788218793828892
2399,"['marital status=single', 'type of home=house', 'age=14-34']",['dual incomes=not married'],0.2111692844677138,1.0
2400,"['marital status=single', 'age=14-34']","['dual incomes=not married', 'type of home=house']",0.2111692844677138,0.5777954635893354
2401,['marital status=single'],"['dual incomes=not married', 'age=14-34', 'type of home=house']",0.2111692844677138,0.5161749022396018
2402,"['marital status=single', 'type of home=house']","['dual incomes=not married', 'age=14-34']",0.2111692844677138,0.9272030651340997
2403,"['marital status=single', 'dual incomes=not married', 'age=14-34']",['type of home=house'],0.2111692844677138,0.5777954635893354
2404,"['marital status=single', 'dual incomes=not married']","['age=14-34', 'type of home=house']",0.2111692844677138,0.5161749022396018
2405,"['marital status=single', 'dual incomes=not married', 'type of home=house']",['age=14-34'],0.2111692844677138,0.9272030651340997
2406,"['dual incomes=not married', 'householder status=rent', 'number of children=0']","['income=$0-$40,000']",0.20011634671320536,0.8269230769230769
2407,"['householder status=rent', 'number of children=0']","['income=$0-$40,000', 'dual incomes=not married']",0.20011634671320536,0.6397024639702464
2408,"['dual incomes=not married', 'number of children=0']","['income=$0-$40,000', 'householder status=rent']",0.20011634671320536,0.504029304029304
2409,"['dual incomes=not married', 'householder status=rent']","['income=$0-$40,000', 'number of children=0']",0.20011634671320536,0.7034764826175869
2410,"['income=$0-$40,000', 'householder status=rent', 'number of children=0']",['dual incomes=not married'],0.20011634671320536,0.8175876411170528
2411,"['income=$0-$40,000', 'number of children=0']","['dual incomes=not married', 'householder status=rent']",0.20011634671320536,0.5200302343159486
2412,"['income=$0-$40,000', 'householder status=rent']","['dual incomes=not married', 'number of children=0']",0.20011634671320536,0.618983355825461
2413,"['income=$0-$40,000', 'dual incomes=not married', 'number of children=0']",['householder status=rent'],0.20011634671320536,0.6725317693059628
2414,"['income=$0-$40,000', 'dual incomes=not married', 'householder status=rent']",['number of children=0'],0.20011634671320536,0.8467692307692307
2415,"['language in home=english', 'ethnic classification=white', 'years in bay area=10+']",['type of home=house'],0.2927574171029668,0.6908030199039121
2416,"['years in bay area=10+', 'ethnic classification=white']","['type of home=house', 'language in home=english']",0.2927574171029668,0.6812182741116751
2417,"['type of home=house', 'ethnic classification=white', 'years in bay area=10+']",['language in home=english'],0.2927574171029668,0.986764705882353
2418,"['type of home=house', 'years in bay area=10+']","['ethnic classification=white', 'language in home=english']",0.2927574171029668,0.671
2419,"['type of home=house', 'ethnic classification=white']","['years in bay area=10+', 'language in home=english']",0.2927574171029668,0.7207303974221267
2420,"['type of home=house', 'language in home=english', 'years in bay area=10+']",['ethnic classification=white'],0.2927574171029668,0.724361281036344
2421,"['type of home=house', 'language in home=english']","['ethnic classification=white', 'years in bay area=10+']",0.2927574171029668,0.5375166889185581
2422,"['type of home=house', 'language in home=english', 'ethnic classification=white']",['years in bay area=10+'],0.2927574171029668,0.7298767222625091
2423,"['age=14-34', 'education=no college graduate', 'language in home=english']",['dual incomes=not married'],0.3170447934845841,0.7782934666190646
2424,"['age=14-34', 'language in home=english']","['dual incomes=not married', 'education=no college graduate']",0.3170447934845841,0.6040454419506789
2425,['age=14-34'],"['dual incomes=not married', 'education=no college graduate', 'language in home=english']",0.3170447934845841,0.5416149068322982
2426,"['age=14-34', 'education=no college graduate']","['dual incomes=not married', 'language in home=english']",0.3170447934845841,0.6907477820025348
2427,"['dual incomes=not married', 'education=no college graduate', 'language in home=english']",['age=14-34'],0.3170447934845841,0.7810820494446435
2428,"['dual incomes=not married', 'language in home=english']","['age=14-34', 'education=no college graduate']",0.3170447934845841,0.5842937550254623
2429,['dual incomes=not married'],"['age=14-34', 'education=no college graduate', 'language in home=english']",0.3170447934845841,0.529897909577054
2430,"['dual incomes=not married', 'education=no college graduate']","['age=14-34', 'language in home=english']",0.3170447934845841,0.6991661321359846
2431,"['dual incomes=not married', 'age=14-34', 'language in home=english']",['education=no college graduate'],0.3170447934845841,0.8062130177514792
2432,"['dual incomes=not married', 'age=14-34']","['education=no college graduate', 'language in home=english']",0.3170447934845841,0.7211379424412835
2433,"['dual incomes=not married', 'age=14-34', 'education=no college graduate']",['language in home=english'],0.3170447934845841,0.8865392435949573
2434,"['age=14-34', 'education=no college graduate', 'ethnic classification=white']","['income=$0-$40,000']",0.2024432809773124,0.7686361126449476
2435,"['age=14-34', 'ethnic classification=white']","['income=$0-$40,000', 'education=no college graduate']",0.2024432809773124,0.5716632443531827
2436,"['income=$0-$40,000', 'education=no college graduate', 'ethnic classification=white']",['age=14-34'],0.2024432809773124,0.6770428015564203
2437,"['income=$0-$40,000', 'ethnic classification=white']","['age=14-34', 'education=no college graduate']",0.2024432809773124,0.5235050770966528
2438,"['income=$0-$40,000', 'age=14-34', 'ethnic classification=white']",['education=no college graduate'],0.2024432809773124,0.8009205983889528
2439,"['income=$0-$40,000', 'age=14-34', 'education=no college graduate']",['ethnic classification=white'],0.2024432809773124,0.5550239234449761
2440,"['type of home=house', 'number of children=0', 'language in home=english']",['number in household=1'],0.2514543339150669,0.8517241379310345
2441,"['type of home=house', 'number of children=0']","['number in household=1', 'language in home=english']",0.2514543339150669,0.797509225092251
2442,"['type of home=house', 'number in household=1', 'language in home=english']",['number of children=0'],0.2514543339150669,0.7653829127932713
2443,"['type of home=house', 'number in household=1']","['number of children=0', 'language in home=english']",0.2514543339150669,0.7261654766904662
2444,"['type of home=house', 'number in household=1', 'number of children=0']",['language in home=english'],0.2514543339150669,0.95
2445,"['number in household=1', 'number of children=0', 'years in bay area=10+']","['income=$0-$40,000']",0.2036067481093659,0.5907172995780591
2446,"['number of children=0', 'years in bay area=10+']","['income=$0-$40,000', 'number in household=1']",0.2036067481093659,0.5259203606311045
2447,"['income=$0-$40,000', 'number of children=0', 'years in bay area=10+']",['number in household=1'],0.2036067481093659,0.8922880815806246
2448,"['income=$0-$40,000', 'years in bay area=10+']","['number in household=1', 'number of children=0']",0.2036067481093659,0.5271084337349398
2449,"['income=$0-$40,000', 'number of children=0']","['number in household=1', 'years in bay area=10+']",0.2036067481093659,0.5291005291005291
2450,"['income=$0-$40,000', 'number in household=1', 'years in bay area=10+']",['number of children=0'],0.2036067481093659,0.7773459189339256
2451,"['income=$0-$40,000', 'number in household=1', 'number of children=0']",['years in bay area=10+'],0.2036067481093659,0.5982905982905983
2452,"['dual incomes=not married', 'age=14-34', 'language in home=english']",['marital status=single'],0.3240255962769052,0.8239644970414202
2453,"['age=14-34', 'language in home=english']","['marital status=single', 'dual incomes=not married']",0.3240255962769052,0.6173455250761984
2454,['age=14-34'],"['marital status=single', 'dual incomes=not married', 'language in home=english']",0.3240255962769052,0.5535403726708075
2455,"['dual incomes=not married', 'language in home=english']","['marital status=single', 'age=14-34']",0.3240255962769052,0.5971589386223533
2456,['dual incomes=not married'],"['marital status=single', 'age=14-34', 'language in home=english']",0.3240255962769052,0.5415653864851726
2457,"['dual incomes=not married', 'age=14-34']","['marital status=single', 'language in home=english']",0.3240255962769052,0.7370162090638439
2458,"['marital status=single', 'age=14-34', 'language in home=english']",['dual incomes=not married'],0.3240255962769052,1.0
2459,"['marital status=single', 'language in home=english']","['dual incomes=not married', 'age=14-34']",0.3240255962769052,0.8883572567783095
2460,['marital status=single'],"['dual incomes=not married', 'age=14-34', 'language in home=english']",0.3240255962769052,0.7920369712051191
2461,"['marital status=single', 'age=14-34']","['dual incomes=not married', 'language in home=english']",0.3240255962769052,0.8865897333863908
2462,"['marital status=single', 'dual incomes=not married', 'language in home=english']",['age=14-34'],0.3240255962769052,0.8883572567783095
2463,"['marital status=single', 'dual incomes=not married']","['age=14-34', 'language in home=english']",0.3240255962769052,0.7920369712051191
2464,"['marital status=single', 'dual incomes=not married', 'age=14-34']",['language in home=english'],0.3240255962769052,0.8865897333863908
2465,"['number of children=0', 'ethnic classification=white', 'language in home=english']",['age=35+'],0.22731239092495636,0.5079623009424764
2466,"['ethnic classification=white', 'number of children=0']","['age=35+', 'language in home=english']",0.22731239092495636,0.5012828736369468
2467,"['age=35+', 'ethnic classification=white', 'language in home=english']",['number of children=0'],0.22731239092495636,0.728331780055918
2468,"['age=35+', 'language in home=english']","['ethnic classification=white', 'number of children=0']",0.22731239092495636,0.585832083958021
2469,['age=35+'],"['ethnic classification=white', 'number of children=0', 'language in home=english']",0.22731239092495636,0.5482286916871273
2470,"['age=35+', 'ethnic classification=white']","['number of children=0', 'language in home=english']",0.22731239092495636,0.7202764976958526
2471,"['age=35+', 'number of children=0', 'language in home=english']",['ethnic classification=white'],0.22731239092495636,0.837620578778135
2472,"['age=35+', 'number of children=0']","['ethnic classification=white', 'language in home=english']",0.22731239092495636,0.7958248472505092
2473,"['age=35+', 'number of children=0', 'ethnic classification=white']",['language in home=english'],0.22731239092495636,0.9879898862199747
2474,"['education=no college graduate', 'sex=female', 'language in home=english']",['dual incomes=not married'],0.22353112274578243,0.6036920659858602
2475,"['sex=female', 'education=no college graduate']","['dual incomes=not married', 'language in home=english']",0.22353112274578243,0.5516870064608758
2476,"['dual incomes=not married', 'sex=female', 'language in home=english']",['education=no college graduate'],0.22353112274578243,0.7746975806451613
2477,"['dual incomes=not married', 'sex=female']","['education=no college graduate', 'language in home=english']",0.22353112274578243,0.7089483394833949
2478,"['dual incomes=not married', 'education=no college graduate', 'language in home=english']",['sex=female'],0.22353112274578243,0.5506986743102831
2479,"['dual incomes=not married', 'education=no college graduate', 'sex=female']",['language in home=english'],0.22353112274578243,0.9051825677267373
2480,"['education=no college graduate', 'years in bay area=10+', 'language in home=english']",['number in household=1'],0.28388598022105876,0.651317984651318
2481,"['education=no college graduate', 'years in bay area=10+']","['number in household=1', 'language in home=english']",0.28388598022105876,0.5987730061349693
2482,"['number in household=1', 'years in bay area=10+', 'language in home=english']",['education=no college graduate'],0.28388598022105876,0.6808510638297872
2483,"['number in household=1', 'years in bay area=10+']","['education=no college graduate', 'language in home=english']",0.28388598022105876,0.6459298477829252
2484,"['number in household=1', 'education=no college graduate', 'language in home=english']",['years in bay area=10+'],0.28388598022105876,0.6754325259515571
2485,"['education=no college graduate', 'number in household=1']","['language in home=english', 'years in bay area=10+']",0.28388598022105876,0.6284610431423052
2486,"['number in household=1', 'education=no college graduate', 'years in bay area=10+']",['language in home=english'],0.28388598022105876,0.9402697495183044
2487,"['age=14-34', 'number in household=1', 'number of children=0']","['income=$0-$40,000']",0.2049156486329261,0.7214541730670763
2488,"['age=14-34', 'number of children=0']","['income=$0-$40,000', 'number in household=1']",0.2049156486329261,0.6094290657439446
2489,"['age=14-34', 'number in household=1']","['income=$0-$40,000', 'number of children=0']",0.2049156486329261,0.5476097940147687
2490,"['income=$0-$40,000', 'number in household=1', 'number of children=0']",['age=14-34'],0.2049156486329261,0.6021367521367521
2491,"['income=$0-$40,000', 'number of children=0']","['age=14-34', 'number in household=1']",0.2049156486329261,0.5325018896447468
2492,"['income=$0-$40,000', 'age=14-34', 'number of children=0']",['number in household=1'],0.2049156486329261,0.8432076600837821
2493,"['income=$0-$40,000', 'age=14-34', 'number in household=1']",['number of children=0'],0.2049156486329261,0.7439281942977825
2494,"['education=no college graduate', 'ethnic classification=white', 'language in home=english']",['type of home=house'],0.2709424083769634,0.6179104477611941
2495,"['education=no college graduate', 'ethnic classification=white']","['type of home=house', 'language in home=english']",0.2709424083769634,0.6072359843546284
2496,"['type of home=house', 'ethnic classification=white', 'language in home=english']",['education=no college graduate'],0.2709424083769634,0.6754894851341552
2497,"['type of home=house', 'ethnic classification=white']","['education=no college graduate', 'language in home=english']",0.2709424083769634,0.6670247046186896
2498,"['type of home=house', 'education=no college graduate', 'language in home=english']",['ethnic classification=white'],0.2709424083769634,0.706752655538695
2499,"['type of home=house', 'education=no college graduate']","['ethnic classification=white', 'language in home=english']",0.2709424083769634,0.6351858165700648
2500,"['type of home=house', 'education=no college graduate', 'ethnic classification=white']",['language in home=english'],0.2709424083769634,0.9862361037586025
2501,"['marital status=single', 'education=no college graduate', 'dual incomes=not married']","['income=$0-$40,000']",0.2662885398487493,0.8303854875283446
2502,"['dual incomes=not married', 'education=no college graduate']","['income=$0-$40,000', 'marital status=single']",0.2662885398487493,0.5872354073123798
2503,"['marital status=single', 'dual incomes=not married']","['income=$0-$40,000', 'education=no college graduate']",0.2662885398487493,0.6509065055101315
2504,['marital status=single'],"['income=$0-$40,000', 'dual incomes=not married', 'education=no college graduate']",0.2662885398487493,0.6509065055101315
2505,"['marital status=single', 'education=no college graduate']","['income=$0-$40,000', 'dual incomes=not married']",0.2662885398487493,0.8303854875283446
2506,"['income=$0-$40,000', 'education=no college graduate', 'dual incomes=not married']",['marital status=single'],0.2662885398487493,0.7146760343481655
2507,"['income=$0-$40,000', 'dual incomes=not married']","['marital status=single', 'education=no college graduate']",0.2662885398487493,0.5761485210824417
2508,"['income=$0-$40,000', 'education=no college graduate']","['marital status=single', 'dual incomes=not married']",0.2662885398487493,0.5305708490292669
2509,"['income=$0-$40,000', 'marital status=single', 'dual incomes=not married']",['education=no college graduate'],0.2662885398487493,0.8062527520915896
2510,"['income=$0-$40,000', 'marital status=single']","['dual incomes=not married', 'education=no college graduate']",0.2662885398487493,0.8062527520915896
2511,"['income=$0-$40,000', 'marital status=single', 'education=no college graduate']",['dual incomes=not married'],0.2662885398487493,1.0
2512,"['education=no college graduate', 'number of children=0', 'language in home=english']","['income=$0-$40,000']",0.25741710296684117,0.6985003946329913
2513,"['education=no college graduate', 'number of children=0']","['income=$0-$40,000', 'language in home=english']",0.25741710296684117,0.6455142231947484
2514,"['income=$0-$40,000', 'number of children=0', 'language in home=english']",['education=no college graduate'],0.25741710296684117,0.7251126587464154
2515,"['income=$0-$40,000', 'number of children=0']","['education=no college graduate', 'language in home=english']",0.25741710296684117,0.6689342403628118
2516,"['income=$0-$40,000', 'education=no college graduate', 'language in home=english']",['number of children=0'],0.25741710296684117,0.5778648383937316
2517,"['income=$0-$40,000', 'education=no college graduate']","['number of children=0', 'language in home=english']",0.25741710296684117,0.5128948130976528
2518,"['income=$0-$40,000', 'education=no college graduate', 'number of children=0']",['language in home=english'],0.25741710296684117,0.9161490683229814
2519,"['age=14-34', 'number of children=0', 'language in home=english']",['dual incomes=not married'],0.2401105293775451,0.7776731040979745
2520,"['age=14-34', 'number of children=0']","['dual incomes=not married', 'language in home=english']",0.2401105293775451,0.7141003460207612
2521,"['dual incomes=not married', 'number of children=0', 'language in home=english']",['age=14-34'],0.2401105293775451,0.6520537124802528
2522,"['dual incomes=not married', 'number of children=0']","['age=14-34', 'language in home=english']",0.2401105293775451,0.6047619047619047
2523,"['dual incomes=not married', 'age=14-34', 'language in home=english']",['number of children=0'],0.2401105293775451,0.6105769230769231
2524,"['dual incomes=not married', 'age=14-34']","['number of children=0', 'language in home=english']",0.2401105293775451,0.546146212371816
2525,"['dual incomes=not married', 'age=14-34', 'number of children=0']",['language in home=english'],0.2401105293775451,0.9187534780189204
2526,"['dual incomes=not married', 'number in household=1', 'ethnic classification=white']","['income=$0-$40,000']",0.21800465386852821,0.7476309226932668
2527,"['dual incomes=not married', 'ethnic classification=white']","['income=$0-$40,000', 'number in household=1']",0.21800465386852821,0.5706128663875143
2528,"['dual incomes=not married', 'number in household=1']","['income=$0-$40,000', 'ethnic classification=white']",0.21800465386852821,0.5181472519875562
2529,"['income=$0-$40,000', 'number in household=1', 'ethnic classification=white']",['dual incomes=not married'],0.21800465386852821,0.748003992015968
2530,"['income=$0-$40,000', 'ethnic classification=white']","['dual incomes=not married', 'number in household=1']",0.21800465386852821,0.5637457690861226
2531,"['income=$0-$40,000', 'number in household=1']","['dual incomes=not married', 'ethnic classification=white']",0.21800465386852821,0.509171195652174
2532,"['income=$0-$40,000', 'dual incomes=not married', 'ethnic classification=white']",['number in household=1'],0.21800465386852821,0.7574532592218292
2533,"['income=$0-$40,000', 'dual incomes=not married', 'number in household=1']",['ethnic classification=white'],0.21800465386852821,0.6743139901034638
2534,"['type of home=house', 'sex=female', 'language in home=english']",['education=no college graduate'],0.2283304246655032,0.7312529110386586
2535,"['type of home=house', 'sex=female']","['education=no college graduate', 'language in home=english']",0.2283304246655032,0.6755593803786575
2536,"['education=no college graduate', 'sex=female', 'language in home=english']",['type of home=house'],0.2283304246655032,0.6166535742340927
2537,"['sex=female', 'education=no college graduate']","['type of home=house', 'language in home=english']",0.2283304246655032,0.5635319454414932
2538,"['education=no college graduate', 'type of home=house', 'language in home=english']",['sex=female'],0.2283304246655032,0.5955993930197269
2539,"['type of home=house', 'education=no college graduate']","['sex=female', 'language in home=english']",0.2283304246655032,0.5352881009205591
2540,"['education=no college graduate', 'type of home=house', 'sex=female']",['language in home=english'],0.2283304246655032,0.9138533178114087
2541,"['ethnic classification=white', 'sex=female', 'number of children=0']",['number in household=1'],0.21596858638743455,0.9049360146252285
2542,"['number of children=0', 'sex=female']","['number in household=1', 'ethnic classification=white']",0.21596858638743455,0.6722498868266183
2543,"['sex=female', 'ethnic classification=white']","['number in household=1', 'number of children=0']",0.21596858638743455,0.569620253164557
2544,"['number in household=1', 'sex=female', 'number of children=0']",['ethnic classification=white'],0.21596858638743455,0.7615384615384615
2545,"['sex=female', 'number in household=1']","['number of children=0', 'ethnic classification=white']",0.21596858638743455,0.5782710280373832
2546,"['number in household=1', 'ethnic classification=white', 'number of children=0']",['sex=female'],0.21596858638743455,0.5205047318611987
2547,"['number in household=1', 'ethnic classification=white', 'sex=female']",['number of children=0'],0.21596858638743455,0.7932692307692307
2548,"['dual incomes=not married', 'education=no college graduate', 'years in bay area=10+']",['marital status=single'],0.20738801628853984,0.6925692083535697
2549,"['dual incomes=not married', 'years in bay area=10+']","['marital status=single', 'education=no college graduate']",0.20738801628853984,0.5537864077669903
2550,"['marital status=single', 'education=no college graduate', 'years in bay area=10+']",['dual incomes=not married'],0.20738801628853984,1.0
2551,"['marital status=single', 'years in bay area=10+']","['dual incomes=not married', 'education=no college graduate']",0.20738801628853984,0.8363636363636363
2552,['marital status=single'],"['dual incomes=not married', 'education=no college graduate', 'years in bay area=10+']",0.20738801628853984,0.5069321009598293
2553,"['marital status=single', 'education=no college graduate']","['dual incomes=not married', 'years in bay area=10+']",0.20738801628853984,0.6467120181405895
2554,"['marital status=single', 'dual incomes=not married', 'years in bay area=10+']",['education=no college graduate'],0.20738801628853984,0.8363636363636363
2555,"['marital status=single', 'dual incomes=not married']","['education=no college graduate', 'years in bay area=10+']",0.20738801628853984,0.5069321009598293
2556,"['marital status=single', 'dual incomes=not married', 'education=no college graduate']",['years in bay area=10+'],0.20738801628853984,0.6467120181405895
2557,"['ethnic classification=white', 'education=no college graduate', 'number of children=0']",['number in household=1'],0.2513089005235602,0.89118102114492
2558,"['number of children=0', 'education=no college graduate']","['number in household=1', 'ethnic classification=white']",0.2513089005235602,0.6301969365426696
2559,"['number of children=0', 'ethnic classification=white']","['education=no college graduate', 'number in household=1']",0.2513089005235602,0.5542014111610006
2560,"['education=no college graduate', 'ethnic classification=white']","['number in household=1', 'number of children=0']",0.2513089005235602,0.5632333767926988
2561,"['number in household=1', 'education=no college graduate', 'number of children=0']",['ethnic classification=white'],0.2513089005235602,0.7325137770241628
2562,"['education=no college graduate', 'number in household=1']","['number of children=0', 'ethnic classification=white']",0.2513089005235602,0.5563425627817128
2563,"['number in household=1', 'ethnic classification=white', 'number of children=0']",['education=no college graduate'],0.2513089005235602,0.6056782334384858
2564,"['number in household=1', 'ethnic classification=white']","['education=no college graduate', 'number of children=0']",0.2513089005235602,0.5024716487350974
2565,"['number in household=1', 'ethnic classification=white', 'education=no college graduate']",['number of children=0'],0.2513089005235602,0.7996298010180471
2566,"['dual incomes=not married', 'number of children=0', 'language in home=english']",['marital status=single'],0.22789412449098312,0.6188783570300158
2567,"['dual incomes=not married', 'number of children=0']","['marital status=single', 'language in home=english']",0.22789412449098312,0.573992673992674
2568,"['marital status=single', 'number of children=0', 'language in home=english']",['dual incomes=not married'],0.22789412449098312,1.0
2569,"['marital status=single', 'language in home=english']","['dual incomes=not married', 'number of children=0']",0.22789412449098312,0.6248006379585327
2570,['marital status=single'],"['dual incomes=not married', 'number of children=0', 'language in home=english']",0.22789412449098312,0.5570565232847494
2571,"['marital status=single', 'number of children=0']","['dual incomes=not married', 'language in home=english']",0.22789412449098312,0.917447306791569
2572,"['marital status=single', 'dual incomes=not married', 'language in home=english']",['number of children=0'],0.22789412449098312,0.6248006379585327
2573,"['marital status=single', 'dual incomes=not married']","['number of children=0', 'language in home=english']",0.22789412449098312,0.5570565232847494
2574,"['marital status=single', 'dual incomes=not married', 'number of children=0']",['language in home=english'],0.22789412449098312,0.917447306791569
2575,"['householder status=own', 'language in home=english', 'years in bay area=10+']",['ethnic classification=white'],0.21596858638743455,0.7903139968068121
2576,"['years in bay area=10+', 'householder status=own']","['ethnic classification=white', 'language in home=english']",0.21596858638743455,0.7503789792824659
2577,['householder status=own'],"['years in bay area=10+', 'ethnic classification=white', 'language in home=english']",0.21596858638743455,0.5746904024767802
2578,"['language in home=english', 'householder status=own']","['ethnic classification=white', 'years in bay area=10+']",0.21596858638743455,0.6088560885608856
2579,"['ethnic classification=white', 'language in home=english', 'years in bay area=10+']",['householder status=own'],0.21596858638743455,0.5096087851750172
2580,"['years in bay area=10+', 'ethnic classification=white']","['language in home=english', 'householder status=own']",0.21596858638743455,0.5025380710659898
2581,"['ethnic classification=white', 'householder status=own', 'years in bay area=10+']",['language in home=english'],0.21596858638743455,0.9913217623497997
2582,"['ethnic classification=white', 'householder status=own']","['years in bay area=10+', 'language in home=english']",0.21596858638743455,0.75920245398773
2583,"['ethnic classification=white', 'householder status=own', 'language in home=english']",['years in bay area=10+'],0.21596858638743455,0.7662538699690402
2584,"['householder status=rent', 'education=no college graduate', 'language in home=english']","['income=$0-$40,000']",0.21916812100058172,0.8266593527153044
2585,"['householder status=rent', 'language in home=english']","['income=$0-$40,000', 'education=no college graduate']",0.21916812100058172,0.5710496400151572
2586,['householder status=rent'],"['income=$0-$40,000', 'education=no college graduate', 'language in home=english']",0.21916812100058172,0.5229007633587787
2587,"['householder status=rent', 'education=no college graduate']","['income=$0-$40,000', 'language in home=english']",0.21916812100058172,0.7504980079681275
2588,"['income=$0-$40,000', 'householder status=rent', 'language in home=english']",['education=no college graduate'],0.21916812100058172,0.7438302073050346
2589,"['income=$0-$40,000', 'householder status=rent']","['education=no college graduate', 'language in home=english']",0.21916812100058172,0.6779127305443094
